com_av,libelle_av,com_ap,libelle_ap
78179,Le Coudray-Montceaux,91179,Le Coudray-Montceaux
78268,Garges-lès-Gonesse,95268,Garges-lès-Gonesse
78342,Livry-Gargan,93046,Livry-Gargan
80610,Onvillers,80623,Piennes-Onvillers
89069,Chailley-Turny,89069,Chailley
89356,Saint-Martin-sur-Ocre,89334,Le Val d'Ocre
01340,Saint-Bois,01015,Arboys en Bugey
04009,Archail,04009,Archail
05069,Lagrand,05053,Garde-Colombe
14729,Vaudeloges,14654,Saint-Pierre-en-Auge
16324,Saint-Gervais,16242,Nanteuil-en-Vallée
20312,Santa-Maria-Siché,2A312,Santa-Maria-Siché
24583,La Villedieu,24547,Terrasson-la-Villedieu
27143,Champignolles,27685,La Vieille-Lyre
27159,Cintray,27112,Breteuil
28413,La Ville-aux-Nonains,28373,Senonches
29203,Plounéour-Trez,29021,Plounéour-Brignogan-plages
34275,Saint-Martin-des-Combes,34186,Octon
35298,Saint-Melaine,35068,Châteaubourg
38510,Toussieu,69298,Toussieu
39302,Louvatange-le-Petit-Mercey,39302,Louvatange
41244,Semerville,41173,Beauce la Romaine
45349,Yèvre-le-Châtel,45348,Yèvre-la-Ville
49287,Saint-Hilaire-Saint-Florent,49328,Saumur
50635,Vidouville,50492,Saint-Jean-d'Elle
51024,Aulnizeux,51158,Val-des-Marais
55052,Billy-sous-les-Côtes,55551,Vigneulles-lès-Hattonchâtel
57115,Brulange,57115,Brulange
61489,Les Tourailles,61007,Athis-Val de Rouvre
64402,Montestrucq,64440,Ozenx
67512,La Walck,67372,Val de Moder
71055,Brandon,71134,Navour-sur-Grosne
75001,Alfortville,94002,Alfortville
75005,Aubervilliers,93001,Aubervilliers
76607,Sainte-Marguerite-sur-Fauville,76258,Terres-de-Caux
78063,Bezons,95063,Bezons
79275,Saint-Martin-d'Entraigues,79122,Fontenille-Saint-Martin-d'Entraigues
80012,Ainval-Septoutre,80390,Grivesnes
80727,Saulchoy-sur-Davenescourt,80031,Arvillers
90033,Delle,90033,Delle
01327,Romanèche,01184,Hautecourt-Romanèche
01440,Veyziat,01283,Oyonnax
02325,Fontenelle-en-Brie,02458,Dhuys et Morin-en-Brie
07135,Laval-d'Aurelle,07262,Saint-Laurent-les-Bains-Laval-d'Aurelle
14417,Mesnil-Clinchamps,14658,Noues de Sienne
14433,Mittois,14654,Saint-Pierre-en-Auge
14477,Ondefontaine,14027,Les Monts d'Aunay
14551,Russy,14591,Aure sur Mer
14655,Saint-Pierre-Tarentaine,14061,Souleuvre en Bocage
15071,Fournoulès,15181,Saint-Constant-Fournoulès
17001,Agonnay,17397,Saint-Savinien
20305,San-Martino-di-Lota,2B305,San-Martino-di-Lota
22103,Langrolay-sur-Rance,22103,Langrolay-sur-Rance
22142,Maroué,22093,Lamballe
25250,Foucherans,25558,Tarcenay-Foucherans
25610,Verrières-du-Grosbois,25222,Étalans
25636,Villedieu-le-Camp,25601,Vercel-Villedieu-le-Camp
27087,Le Bosc-Morel,27138,Chamblac
27253,Fontaine-la-Soret,27425,Nassandres sur Risle
35313,Saint-Servan-sur-Mer,35288,Saint-Malo
39044,Beauvoisin,39022,Asnans-Beauvoisin
49101,Clefs-Val d'Anjou,49018,Baugé-en-Anjou
49204,Le Mesnil-en-Vallée,49244,Mauges-sur-Loire
50416,Querqueville,50129,Cherbourg-en-Cotentin
52257,Laferté-sur-Amance,52257,Laferté-sur-Amance
52374,Hauts-Vals-sous-Nouroy,52374,Le Pailly
55550,Viéville-sous-les-Côtes,55551,Vigneulles-lès-Hattonchâtel
61125,Coulonges-les-Sablons,61116,Sablons sur Huisne
67193,Hermerswiller,67206,Hoffen
70345,Miellin,70489,Servance-Miellin
75027,La Courneuve,93027,La Courneuve
76689,Thiétreville,76689,Thiétreville
78019,Arnouville-lès-Gonesse,95019,Arnouville-lès-Gonesse
78157,Chérence,95157,Chérence
78250,Fosses,95250,Fosses
78390,Méréville,91390,Méréville
78613,Thionville,91613,Thionville
79110,L'Enclave-de-la-Martinière,79174,Melle
79138,Gript,79137,Granzay-Gript
80768,Tronchoy,80443,Hornoy-le-Bourg
85068,La Claye,85036,La Bretonnière-la-Claye
85173,Petit-Bourg-des-Herbiers,85109,Les Herbiers
85228,Saint-Hilaire-de-Talmont,85288,Talmont-Saint-Hilaire
90106,Vourvenans,90097,Trévenans
02026,Artonges,02458,Dhuys et Morin-en-Brie
04114,Mariaud,04155,Prads
05137,Saint-Cyrice,05051,Étoile-Saint-Cyrice
12196,Recoules-Prévinquières,12270,Sévérac d'Aveyron
14073,La Bigne,14579,Seulline
14690,Tierceville,14355,Ponts sur Seulles
16228,Montigné,16339,Val-d'Auge
20301,San-Gavino-di-Tenda,2B301,San-Gavino-di-Tenda
24310,Nojals-et-Clotte,24028,Beaumontois en Périgord
29009,Beuzec-Conq,29039,Concarneau
38293,Panissage,38560,Val-de-Virieu
39341,Les Molunes,39510,Septmoncel les Molunes
39566,Villeneuve-lès-Charnod,39018,Aromas
41133,Membrolles,41173,Beauce la Romaine
47149,Lisse,47221,Réaup
48040,Chasseradès,48027,Mont Lozère et Goulet
50547,Saint-Sauveur-de-Chaulieu,50514,Chaulieu
51011,Ante,51537,Sivry-Ante
51300,Isle-sur-Marne,51300,Isle-sur-Marne
52259,Laharmand,52251,Jonchery
52262,Lamothe-en-Blaisy,52140,Colombey les Deux Églises
52379,Pautaines-Augeville,52187,Épizon
55524,Vacon,55573,Void-Vacon
56217,Saint-Gouvry,56198,Rohan
57362,Kerprich-aux-Bois,57362,Kerprich-aux-Bois
67318,Neugartheim,67228,Neugartheim-Ittlenheim
72284,Saint-Germain-sur-Sarthe,72138,Fresnay-sur-Sarthe
74106,Draillant,74106,Draillant
78040,Avernes,95040,Avernes
78102,Bréançon,95102,Bréançon
80772,Vacquerie,80086,Bernaville
85085,Evrunes,85151,Mortagne-sur-Sèvre
04198,Saint-Vincent-les-Forts,04033,Ubaye-Serre-Ponçon
09010,Amplaing,09188,Mercus-Garrabet
14128,Campandré-Valcongrain,14027,Les Monts d'Aunay
14573,Saint-Denis-Maisoncelles,14061,Souleuvre en Bocage
15099,Lavastrie,15142,Neuvéglise-sur-Truyère
16115,Cressac-Saint-Genis,16046,Côteaux du Blanzacais
20077,Castellare-di-Casinca,2B077,Castellare-di-Casinca
20119,Frasseto,2A119,Frasseto
20155,Matra,2B155,Matra
24013,Atur,24053,Boulazac Isle Manoire
26109,Creyers,26086,Châtillon-en-Diois
27484,Quessigny,27277,La Baronnie
28186,Grandville-Gaudreville,28183,Gommerville
31214,Gaud,31144,Cierp-Gaud
38302,Le Périer,38073,Chantepérier
43146,Ours-Mons,43157,Le Puy
44008,Barbechat,44029,Divatte-sur-Loire
48052,Combret,48004,Altier
50320,Le Mesnil-Rogues,50197,Gavray-sur-Sienne
50322,Le Mesnil-Thébault,50256,Isigny-le-Buat
52020,Arnoncourt-sur-Apance,52273,Larivière-Arnoncourt
52467,Savigny,52467,Savigny
55483,Senonville,55530,Valbois
65122,Camous,65092,Beyrède-Jumet-Camous
66220,Valcebollère,66220,Valcebollère
68053,Brinighoffen,68081,Saint-Bernard
73291,Tessens,73006,Aime
75045,Les Lilas,93045,Les Lilas
76127,Bosc-Roger-sur-Buchy,76146,Buchy
77074,Chalautre-la-Reposte,77223,Gurcy-le-Châtel
77491,Veneux-les-Sablons,77316,Moret-Loing-et-Orvanne
78016,Angerville,91016,Angerville
78094,Bouqueval,95094,Bouqueval
78422,Montgeroult,95422,Montgeroult
78539,Saint-Brice-sous-Forêt,95539,Saint-Brice-sous-Forêt
79260,Saint-Jouin-de-Marnes,79196,Plaine-et-Vallées
81301,Le Travet,81233,Terre-de-Bancalié
87055,Darnac,87028,Val-d'Oire-et-Gartempe
89213,Laduz,89196,Valravillon
89340,Sainte-Colombe-sur-Loing,89420,Treigny-Perreuse-Sainte-Colombe
01003,Amareins,01165,Amareins-Francheleins-Cesseins
02700,Le Sart,02308,Fesmy-le-Sart
08265,Mainbresson,08366,Rocquigny
11329,Rouvenac,11131,Val-du-Faby
12245,Saint-Salvadou,12021,Le Bas Ségala
14513,Pont-Farcy,50592,Tessy-Bocage
14564,Saint-Charles-de-Percy,14726,Valdallière
15039,Chanet,15001,Allanche
17272,Péré,17340,Saint-Pierre-La-Noue
18222,Sainte-Lunaise,18073,Corquoy
35053,Chancé,35220,Piré-Chancé
38143,Décines-Charpieu,69275,Décines-Charpieu
38178,Genas,69277,Genas
45236,Orveau-Bellesauve,45191,Le Malesherbois
46099,Fargues,46033,Porte-du-Quercy
47166,Meylan,47302,Sos
50011,Angoville-en-Saire,50142,Cosqueville
50171,Éculleville,50041,La Hague
51615,Vésigneul-sur-Coole,51244,Faux-Vésigneul
52261,Lamargelle-aux-Bois,52094,Vals-des-Tilles
57675,Torcheville,57675,Torcheville
61355,Rouellé,61145,Domfront en Poiraie
67469,Singrist,67004,Sommerau
69223,Saint-Loup,69157,Vindry-sur-Turdine
70123,Champlitte-la-Ville,70122,Champlitte
70212,Éguilley,70441,Recologne-lès-Rioz
70556,La Villedieu-lès-Quenoche,70456,Ruhans
73172,Montpascal,73135,La Tour-en-Maurienne
74182,Meythet,74010,Annecy
74207,Passeirier,74250,Saint-Pierre-en-Faucigny
78538,Saint-Aubin,91538,Saint-Aubin
88337,Oncourt,88465,Capavenir Vosges
02603,Pisseleux,02810,Villers-Cotterêts
14075,Bissières,14410,Méry-Bissières-en-Auge
14703,Tournebu,14150,Cesny-les-Sources
20058,Canari,2B058,Canari
20211,Petreto-Bicchisano,2A211,Petreto-Bicchisano
21019,Arçon,21060,Belleneuve
22130,Loguivy-lès-Lannion,22113,Lannion
25628,Villers-sous-Montrond,25375,Les Monts-Ronds
28318,Romilly-sur-Aigre,28103,Cloyes-les-Trois-Rivières
28345,Saint-Loup,28048,La Bourdinière-Saint-Loup
38079,Chaponnay,69270,Chaponnay
45221,Nangeville,45191,Le Malesherbois
48049,Chirac,48099,Bourgs sur Colagne
49034,Botz-en-Mauges,49244,Mauges-sur-Loire
49250,La Prévière,49248,Ombrée d'Anjou
49276,Saint-Florent-le-Vieil,49244,Mauges-sur-Loire
49312,Saint-Philbert-en-Mauges,49023,Beaupréau-en-Mauges
49348,Tigné,49373,Lys-Haut-Layon
49376,Villemoisan,49183,Val d'Erdre-Auxence
50257,Jobourg,50041,La Hague
50520,Saint-Martin-le-Hébert,50082,Bricquebec-en-Cotentin
52339,Montsaon,52469,Semoutiers-Montsaon
52408,Prez-sur-Marne,52265,Bayard-sur-Marne
52432,Rolampont,52432,Rolampont
55277,Landzécourt,55410,Quincy-Landzécourt
59510,Rosendaël,59183,Dunkerque
61174,La Forêt-Auvray,61339,Putanges-le-Lac
78046,Banthelu,95046,Banthelu
78180,Courances,91180,Courances
78483,Le Perchay,95483,Le Perchay
78594,Seugy,95594,Seugy
80454,Laboissière-Saint-Martin,80456,Lafresguimont-Saint-Martin
85045,La Chaize-Giraud,85045,La Chaize-Giraud
87102,Morterolles-sur-Semme,87014,Bessines-sur-Gartempe
89420,Treigny,89420,Treigny
97359,La Comté (chef-lieu Dégrad-Edmond),97310,Roura
01316,Pugieu,01098,Chazey-Bons
09144,Irazein,09059,Bonac-Irazein
14192,Courson,14658,Noues de Sienne
14263,La Ferrière-Duval,14027,Les Monts d'Aunay
14702,Tournay-sur-Odon,14475,Val d'Arry
20007,Albertacce,2B007,Albertacce
20112,Feliceto,2B112,Feliceto
20144,Lopigna,2A144,Lopigna
20150,Lumio,2B150,Lumio
20248,Prato-di-Giovellina,2B248,Prato-di-Giovellina
20250,Prunelli-di-Casacconi,2B250,Prunelli-di-Casacconi
25068,Bois-la-Ville,25313,Hyèvre-Paroisse
25568,Tournedoz,25018,Anteuil
27080,Boissy-sur-Damville,27198,Mesnils-sur-Iton
27499,La Roussière,27049,Mesnil-en-Ouche
28020,Baignolet,28406,Eole-en-Beauce
28250,Mézières-au-Perche,28127,Dangeau
30078,Cézas,30325,Sumène
38418,Sainte-Marie-du-Mont,38418,Sainte-Marie-du-Mont
49319,Saint-Sauveur-de-Flée,49331,Segré-en-Anjou Bleu
50043,Bellefontaine,50260,Juvigny les Vallées
50080,Brévands,50099,Carentan les Marais
50623,Vauville,50041,La Hague
52323,Meuse,52332,Montigny-le-Roi
52333,Montlandon,52242,Haute-Amance
52444,Saint-Blin-Semilly,52444,Saint-Blin
54388,Mouacourt,54388,Mouacourt
55019,Auzécourt,55388,Noyers-Auzécourt
55234,Hattonville,55551,Vigneulles-lès-Hattonchâtel
57023,Angviller-lès-Bisping,57086,Belles-Forêts
61465,Ségrie-Fontaine,61007,Athis-Val de Rouvre
68339,Ueberkumen,68018,Balschwiller
75020,Châtillon,92020,Châtillon
76659,Saint-Wandrille-Rançon,76164,Rives-en-Seine
78064,Bièvres,91064,Bièvres
78298,Haravilliers,95298,Haravilliers
79035,Le Beugnon,79077,Beugnon-Thireuil
79279,Saint-Martin-lès-Melle,79174,Melle
88211,Gouécourt,88305,Moncel-sur-Vair
89052,Bouilly,89439,Vergigny
01039,Béon,01138,Culoz-Béon
01178,Granges,01240,Matafelon-Granges
04117,Melan,04040,Le Castellard-Melan
05083,Montéglin,05070,Laragne-Montéglin
07125,Lafigère,07147,Malarce-sur-la-Thines
10415,Villemaur-sur-Vanne,10003,Aix-Villemaur-Pâlis
12005,Alpuech,12223,Argences en Aubrac
14031,Les Authieux-Papion,14431,Mézidon Vallée d'Auge
19218,Saint-Julien-près-Bort,19252,Sarroux - Saint Julien
20079,Castello-di-Rostino,2B079,Castello-di-Rostino
20127,Giuncheto,2A127,Giuncheto
20241,Poggio-Marinaccio,2B241,Poggio-Marinaccio
20265,Rutali,2B265,Rutali
20321,Tarrano,2B321,Tarrano
21073,Bierre-lès-Semur,21272,Le Val-Larrey
24149,Cussac,24068,Le Buisson-Cussac
24506,Saint-Sulpice-d'Eymet,24167,Eymet
24530,Sencenac-Puy-de-Fourches,24064,Brantôme en Périgord
25484,Refranche,25223,Éternoz
28238,Marville-les-Bois,28360,Saint-Sauveur-Marville
29200,Ploujean,29151,Morlaix
35317,Saint-Symphorien,35317,Saint-Symphorien
41170,Ouchamps,41059,Le Controis-en-Sologne
45267,Saint-Aignan-des-Gués,45051,Bray-Saint-Aignan
49077,La Chapelle-sur-Oudon,49331,Segré-en-Anjou Bleu
49316,Saint-Rémy-en-Mauges,49218,Montrevault-sur-Èvre
50097,Canville-la-Rocque,50097,Canville-la-Rocque
50224,Guilberville,50601,Torigny-les-Villes
50358,Morsalines,50417,Quettehou
59362,Louvignies-Bavay,59053,Bavay
61031,Beauchêne,61486,Tinchebray-Bocage
65365,Pouchergues,65003,Adervielle-Pouchergues
67496,Uberach,67372,Val de Moder
69041,La Chapelle-de-Mardore,69248,Thizy-les-Bourgs
73125,Grand-Cœur,73003,Aigueblanche
76355,Rocquefort-sur-Héricourt,76355,Héricourt-en-Caux
78272,Gif-sur-Yvette,91272,Gif-sur-Yvette
78377,Massy,91377,Massy
78544,Saint-Cyr-la-Rivière,91544,Saint-Cyr-la-Rivière
79021,Availles-sur-Chizé,79090,Chizé
89224,Lichères-Aigremont,89224,Lichères-près-Aigremont
05020,Bénévent-et-Charbillac,05132,Saint-Bonnet-en-Champsaur
16247,Nonaville,16204,Bellevigne
20037,Biguglia,2B037,Biguglia
20268,Sampolo,2A268,Sampolo
20342,Ventiseri,2B342,Ventiseri
20347,Vezzani,2B347,Vezzani
25010,Alaise,25223,Éternoz
25531,Santoche,25156,Pays de Clerval
25581,Valentin,25212,École-Valentin
26053,Bonneval-en-Diois,26055,Boulc-Bonneval
28311,Le Puiset,28199,Janville-en-Beauce
38411,Saint-Laurent-de-Mure,69288,Saint-Laurent-de-Mure
43176,Saint-Didier-d'Allier,43221,Saint-Privat-d'Allier
49245,Pontigné,49018,Baugé-en-Anjou
50620,Vasteville,50041,La Hague
61205,Heugon,61167,La Ferté-en-Ouche
62431,Herbelles,62471,Bellinghem
62687,Ranchicourt,62693,Rebreuve-Ranchicourt
72030,Beauvoir,72002,Aillières-Beauvoir
76639,Saint-Pierre-Lavis,76258,Terres-de-Caux
77149,Cucharmoy,77109,Chenoise-Cucharmoy
78332,Leudeville,91332,Leudeville
78421,Montgeron,91421,Montgeron
78467,Ormesson-sur-Marne,94055,Ormesson-sur-Marne
78524,Rocquencourt,78158,Le Chesnay-Rocquencourt
78648,Vert-le-Grand,91648,Vert-le-Grand
78675,Villeron,95675,Villeron
86043,Ceaux-en-Couhé,86082,Valence-en-Poitou
08072,Bosseval-et-Briancourt,08491,Vrigne aux Bois
14056,Bauquay,14027,Les Monts d'Aunay
14324,Hamars,14689,Le Hom
20012,Altiani,2B012,Altiani
20308,Sainte-Lucie-de-Tallano,2A308,Sainte-Lucie-de-Tallano
24275,Monbos,24549,Thénac
27058,Les Trois Lacs,27676,Les Trois Lacs
28159,La Framboisière-la-Saucelle,28159,La Framboisière
31154,Couledoux,31085,Boutx
31307,Lunax,31412,Péguilhan
35213,Paramé,35288,Saint-Malo
38305,Le Pin,38292,Villages du Lac de Paladru
43209,Sainte-Marie-des-Chazes,43239,Siaugues-Sainte-Marie
43255,Vazeilles-près-Saugues,43090,Esplantas-Vazeilles
49149,Gennes-Val de Loire,49261,Gennes-Val-de-Loire
49175,Linières-Bouton,49228,Noyant-Villages
50035,Baudreville,50236,La Haye
53081,Courberie,53127,Lassay
53254,Saint-Sulpice,53136,La Roche-Neuville
54142,Les Mesnils-sur-Madon,54142,Crantenoy
61147,Dorceau,61345,Rémalard en Perche
74204,Les Ollières,74282,Fillière
78041,Avrainville,91041,Avrainville
78411,Les Molières,91411,Les Molières
78445,Nerville-la-Forêt,95445,Nerville-la-Forêt
78641,Vémars,95641,Vémars
85027,Boufféré,85146,Montaigu-Vendée
05030,Chabottonnes,05145,Saint-Jean-Saint-Nicolas
11237,Molières-sur-l'Alberte,11183,Ladern-sur-Lauquet
16274,Rancogne,16406,Moulins-sur-Tardoire
16311,Saint-Cybard,16230,Montmoreau-Saint-Cybard
20145,Loreto-di-Casinca,2B145,Loreto-di-Casinca
20189,Olmeto,2A189,Olmeto
20197,Osani,2A197,Osani
20243,Polveroso,2B243,Polveroso
22173,Planguenoual,22093,Lamballe-Armor
22329,Saint-Solen,22118,Lanvallay
30118,Foussignargues,30037,Bessèges
33313,Parsac,33290,Montagne
46071,Comiac,46311,Sousceyrac-en-Quercy
47153,Lusignan-Grand,47246,Saint-Hilaire-de-Lusignan
48014,Bagnols-les-Bains,48027,Mont Lozère et Goulet
49088,Chazé-Henry,49248,Ombrée d'Anjou
53181,Pontmain,53181,Pontmain
54411,Ormes-et-Ville,54411,Ormes-et-Ville
55035,Bazincourt-Montplonne,55035,Bazincourt-sur-Saulx
55210,Gimécourt,55210,Gimécourt
61246,Mâle,61484,Val-au-Perche
62575,Molinghem,62473,Isbergues
64553,Viellenave-sur-Bidouze,64113,Bergouey-Arancou-Viellenave
69237,Saint-Sorlin,69228,Chabanière
74023,Avregny,74006,Allonzier-la-Caille
78176,Cormeilles-en-Parisis,95176,Cormeilles-en-Parisis
78183,Courdimanche,95183,Courdimanche
78392,Mériel,95392,Mériel
79192,Noirlieu,79049,Bressuire
85257,Saint-Michel-Mont-Mercure,85090,Sèvremont
86179,Notre-Dame-d'Or,86108,La Grimaudière
89140,Dilo,89014,Arces-Dilo
90048,Fontenelle,90048,Fontenelle
11195,Laurabuc-et-Mireval,11195,Laurabuc
14153,La Chapelle-Haute-Grue,14576,Val-de-Vie
14189,Coupesarte,14431,Mézidon Vallée d'Auge
14641,Saint-Pair-du-Mont,14126,Cambremer
15227,Sériers,15142,Neuvéglise-sur-Truyère
16288,Roumazières,16192,Roumazières-Loubert
20009,Aléria,2B009,Aléria
22022,Buhulien,22113,Lannion
26260,Ravel-et-Ferriers,26055,Boulc
26265,La Répara,26020,La Répara-Auriples
27041,La Barre-en-Ouche,27049,Mesnil-en-Ouche
27122,Cahaignes,27213,Vexin-sur-Epte
35182,Moigné,35240,Le Rheu
38233,Meyzieu,69282,Meyzieu
39023,L'Aubépin,39378,Les Trois Châteaux
39438,Ponthoux,39286,Lavans-lès-Saint-Claude
46048,Calviac,46311,Sousceyrac-en-Quercy
46067,Cazillac,46232,Le Vignon-en-Quercy
49137,Le Fief-Sauvin,49218,Montrevault-sur-Èvre
50645,Vrasville,50142,Cosqueville
52239,Heuilley-Cotton,52529,Villegusien-le-Lac
52363,Orbigny-au-Val,52363,Orbigny-au-Val
52513,Velles,52513,Velles
54506,Sexey-les-Bois,54557,Bois-de-Haye
55249,Houdelaucourt-sur-Othain,55500,Spincourt
55392,Ollières,55500,Spincourt
58022,Balleray,58204,Vaux d'Amognes
60300,Hardivillers-en-Vexin,60209,La Corne-en-Vexin
61106,Chênedouit,61339,Putanges-le-Lac
61127,La Courbe,61153,Écouché-les-Vallées
61318,Origny-le-Butin,61196,Belforêt-en-Perche
62482,Labuissière,62178,Bruay-la-Buissière
71304,Montagny-sur-Grosne,71134,Navour-sur-Grosne
73024,Les Avanchers,73024,Les Avanchers-Valmorel
76531,Rocquefort,76531,Rocquefort
78088,Bonneuil-en-France,95088,Bonneuil-en-France
78184,Courdimanche-sur-Essonne,91184,Courdimanche-sur-Essonne
78282,Gouzangrez,95169,Commeny
78679,Villiers-le-Bâcle,91679,Villiers-le-Bâcle
79073,La Chapelle-Largeau,79079,Mauléon
86283,Verger-sur-Dive,86108,La Grimaudière
14074,Billy,14005,Valambray
14616,Sainte-Marguerite-de-Viette,14654,Saint-Pierre-en-Auge
20070,Casaglione,2A070,Casaglione
20095,Corscia,2B095,Corscia
22367,Tréméloir,22251,Pordic
24041,Bézenac,24087,Castels et Bézenac
25167,Cottier,25374,Mercey-le-Grand
27532,Saint-Denis-du-Béhélan,27157,Marbois
28262,Montigny-le-Gannelon,28103,Cloyes-les-Trois-Rivières
28381,Tardais,28373,Senonches
31144,Cierp-Gaud-Signac,31144,Cierp-Gaud
39483,Saint-Hymetière,39137,Saint-Hymetière-sur-Valouse
45048,Bouzonville-en-Beauce,45253,Pithiviers-le-Vieil
45190,Mainvilliers,45191,Le Malesherbois
49159,Huillé,49174,Huillé-Lézigné
50017,Ardevon,50410,Pontorson
50128,Le Chefresne,50393,Percy-en-Normandie
50250,Houtteville,50400,Picauville
50644,Virey,50484,Saint-Hilaire-du-Harcouët
51261,Fresne-lès-Reims,51075,Bourgogne-Fresne
52052,Blaise,52140,Colombey-les-Deux-Églises
53215,Saint-Fort,53062,Château-Gontier-sur-Mayenne
55230,Haraumont,55571,Vilosnes-Haraumont
55235,Haucourt-la-Rigole,55500,Spincourt
55286,Les Quatre-Vents,55286,Lemmes
55393,Ornel,55191,Foameix-Ornel
57069,Berviller-en-Moselle,57069,Berviller-en-Moselle
61496,Urou-et-Crennes,61474,Gouffern en Auge
64020,Ance,64225,Ance Féas
64493,Saint-Palais,64493,Saint-Palais
71114,Châteaurenaud,71263,Louhans
72240,Poncé-sur-le-Loir,72262,Loir en Vallée
78323,Jouy-le-Moutier,95323,Jouy-le-Moutier
78408,Moigny,91408,Moigny
78563,Saint-Leu-la-Forêt,95563,Saint-Leu-la-Forêt
78684,Villiers-sur-Marne,94079,Villiers-sur-Marne
85063,Les Châtelliers-Châteaumur,85090,Sèvremont
85079,Dissais,85135,Mareuil-sur-Lay-Dissais
85299,Velluire,85177,Les Velluire-sur-Vendée
89254,Mézilles,89254,Mézilles
89435,Vaux,89024,Auxerre
04196,Saint-Symphorien,04075,Entrepierres
20010,Algajola,2B010,Algajola
20025,Avapessa,2B025,Avapessa
24539,Sireuil,24172,Les Eyzies-de-Tayac-Sireuil
27491,Roman,27198,Mesnils-sur-Iton
28205,Lanneray,28334,Saint-Denis-Lanneray
50586,Surville,50236,La Haye
51330,Louvercy,51326,Livry-Louvercy
51401,La Neuvillette,51454,Reims
52080,Brouthières,52491,Thonnance-les-Moulins
52387,Piépape,52529,Villegusien-le-Lac
69128,Mardore,69248,Thizy-les-Bourgs
69232,Saint-Rambert-l'Île-Barbe,69123,Lyon
73144,Lanslevillard,73290,Val-Cenis
73279,Saint-Sigismond,73011,Albertville
78066,Le Blanc-Mesnil,93007,Le Blanc-Mesnil
78144,Châtenay-en-France,95144,Châtenay-en-France
86067,Châtillon,86082,Valence-en-Poitou
89121,Courceaux,89469,Perceneige
02733,Suzy,02153,Cessières-Suzy
12014,Aurelle-Verlac,12224,Saint Geniez d'Olt et d'Aubrac
12117,Lacalm,12223,Argences en Aubrac
14267,Feuguerolles-sur-Seulles,14011,Anctoville
14481,Les Oubeaux,14342,Isigny-sur-Mer
14647,Saint-Pierre-de-Mailloc,14570,Valorbiquet
20133,Guitera-les-Bains,2A133,Guitera-les-Bains
20213,Pianello,2B213,Pianello
20283,Solaro,2B283,Solaro
20285,Sorbollano,2A285,Sorbollano
20317,Santa-Reparata-di-Moriani,2B317,Santa-Reparata-di-Moriani
20362,Zonza,2A362,Zonza
24201,Grand-Castang,24260,Mauzac-et-Grand-Castang
27172,Corneuil,27032,Chambois
27264,Fours-en-Vexin,27213,Vexin-sur-Epte
41082,Feings,41059,Le Controis-en-Sologne
49143,Fougeré,49018,Baugé-en-Anjou
49212,Montjean-sur-Loire,49244,Mauges-sur-Loire
50202,Giéville,50601,Torigny-les-Villes
52241,Hoëricourt,52448,Saint-Dizier
52434,Roôcourt-la-Côte,52058,Bologne
52531,Villemoron,52094,Vals-des-Tilles
53159,Montourtier,53161,Montsûrs
53231,Saint-Laurent-des-Mortiers,53029,Bierné-les-Villages
61236,Loucé,61153,Écouché-les-Vallées
67374,Pfettisheim,67495,Truchtersheim
68164,Kientzheim,68162,Kaysersberg Vignoble
69274,Crépieux-la-Pape,69286,Rillieux-la-Pape
73126,Granier,73006,Aime-la-Plagne
78067,Blandy,91067,Blandy
78370,Marines,95370,Marines
78639,Vayres-sur-Essonne,91639,Vayres-sur-Essonne
79266,Saint-Liguaire,79191,Niort
86278,Vaux,86082,Valence-en-Poitou
89305,Poinchy,89068,Chablis
08127,Condé-lès-Vouziers,08490,Vouziers
